Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate,id
2016,All Causes,All causes,Idaho,13366,725,638
2016,All Causes,All causes,Illinois,107020,724.3,639
2016,All Causes,All causes,Indiana,63473,835,640
2016,All Causes,All causes,Iowa,29538,721.1,641
2016,All Causes,All causes,Kansas,26245,756.8,642
2016,All Causes,All causes,Kentucky,47827,938.4,643
2016,All Causes,All causes,Louisiana,44306,870.5,644
2016,All Causes,All causes,Maine,14182,759,645
2016,All Causes,All causes,Maryland,48824,717.6,646
2016,All Causes,All causes,Massachusetts,56961,669,647
2016,All Causes,All causes,Michigan,96231,785.4,648
2016,All Causes,All causes,Minnesota,43078,648.1,649
2016,All Causes,All causes,Mississippi,31741,948.9,650
2016,All Causes,All causes,Missouri,59873,808.2,651
2016,All Causes,All causes,Montana,9905,743.2,652
2016,All Causes,All causes,Nebraska,16217,707,653
2016,All Causes,All causes,Nevada,23902,762.6,654
2016,All Causes,All causes,New Hampshire,12203,721.5,655
2016,All Causes,All causes,New Jersey,73155,668.5,656
2016,All Causes,All causes,New Mexico,18365,753.4,657
2016,All Causes,All causes,New York,154358,640.7,658
2016,All Causes,All causes,North Carolina,90465,782.4,659
2016,All Causes,All causes,North Dakota,6242,688.4,660
2016,All Causes,All causes,Ohio,119572,832.3,661
2016,All Causes,All causes,Oklahoma,39276,888.4,662
2016,All Causes,All causes,Oregon,35778,705.9,663
2016,All Causes,All causes,Pennsylvania,133040,770.1,664
2016,All Causes,All causes,Rhode Island,9735,690.1,665
2016,All Causes,All causes,South Carolina,48130,829.8,666
2016,All Causes,All causes,South Dakota,7845,719.5,667
2016,All Causes,All causes,Tennessee,67857,886.3,668
2016,All Causes,All causes,Texas,191966,730.6,669
2016,All Causes,All causes,United States,2744248,728.8,670
2016,All Causes,All causes,Utah,17913,714.7,671
2016,All Causes,All causes,Vermont,5909,712.8,672
2016,All Causes,All causes,Virginia,66473,715.5,673
2016,All Causes,All causes,Washington,54769,672,674
2016,All Causes,All causes,West Virginia,22732,943.3,675
2016,All Causes,All causes,Wisconsin,51815,717.9,676
2016,All Causes,All causes,Wyoming,4722,720.9,677
2016,Alzheimer's disease (G30),Alzheimer's disease,Alabama,2507,45,678
2016,Alzheimer's disease (G30),Alzheimer's disease,Alaska,111,25.8,679
2016,Alzheimer's disease (G30),Alzheimer's disease,Arizona,3082,35.8,680
2016,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1475,41.3,681
2016,Alzheimer's disease (G30),Alzheimer's disease,California,15570,36.1,682
2016,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1835,34.7,683
2016,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,1035,20.3,684
2016,Alzheimer's disease (G30),Alzheimer's disease,Delaware,329,27.4,685
2016,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,120,18.3,686
2016,Alzheimer's disease (G30),Alzheimer's disease,Florida,7155,21.5,687
2016,Alzheimer's disease (G30),Alzheimer's disease,Georgia,4021,44.8,688
2016,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,445,20.1,689
2016,Alzheimer's disease (G30),Alzheimer's disease,Idaho,607,33.9,690
2016,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3877,25.4,691
2016,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2678,34.9,692
2016,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1415,31.3,693
2016,Alzheimer's disease (G30),Alzheimer's disease,Kansas,855,23.1,694
2016,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1728,35.1,695
2016,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2195,45,696
2016,Alzheimer's disease (G30),Alzheimer's disease,Maine,577,29.6,697
2016,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1178,17.4,698
2016,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1708,18.6,699
2016,Alzheimer's disease (G30),Alzheimer's disease,Michigan,4249,33.6,700
2016,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,2219,31.8,701
2016,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1485,45.8,702
2016,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2302,30,703
2016,Alzheimer's disease (G30),Alzheimer's disease,Montana,314,22.6,704
2016,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,634,26.2,705
2016,Alzheimer's disease (G30),Alzheimer's disease,Nevada,686,24.6,706
2016,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,430,24.8,707
2016,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,2435,21.1,708
2016,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,583,23.5,709
2016,Alzheimer's disease (G30),Alzheimer's disease,New York,3349,13.1,710
2016,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,4153,37.2,711
2016,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,361,35.3,712
2016,Alzheimer's disease (G30),Alzheimer's disease,Ohio,5031,33.4,713
2016,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1590,36.1,714
2016,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1786,34.8,715
2016,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4185,21.7,716
2016,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,422,26.7,717
2016,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,2481,45.3,718
2016,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,449,37.1,719
2016,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,3250,44.2,720
2016,Alzheimer's disease (G30),Alzheimer's disease,Texas,9135,37.8,721
2016,Alzheimer's disease (G30),Alzheimer's disease,United States,116103,30.3,722
2016,Alzheimer's disease (G30),Alzheimer's disease,Utah,904,39.3,723
2016,Alzheimer's disease (G30),Alzheimer's disease,Vermont,310,35.8,724
2016,Alzheimer's disease (G30),Alzheimer's disease,Virginia,2408,26.8,725
2016,Alzheimer's disease (G30),Alzheimer's disease,Washington,3269,40.7,726
2016,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,786,31.7,727
2016,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,2256,29.6,728
2016,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,138,21.2,729
2016,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2967,51.6,730
2016,Cerebrovascular diseases (I60-I69),Stroke,Alaska,196,39,731
2016,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2556,29.8,732
2016,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1643,45.6,733
2016,Cerebrovascular diseases (I60-I69),Stroke,California,15680,36.9,734
2016,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1927,35.2,735
2016,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1269,26.3,736
2016,Cerebrovascular diseases (I60-I69),Stroke,Delaware,506,41.6,737
2016,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,252,38.4,738
2016,Cerebrovascular diseases (I60-I69),Stroke,Florida,11854,37.3,739
2016,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4349,44.3,740
2016,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,675,34.3,741
2016,Cerebrovascular diseases (I60-I69),Stroke,Idaho,682,37.2,742
2016,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5658,37.8,743
2016,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3040,39.5,744
2016,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1388,32.3,745
2016,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1363,38.6,746
2016,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2057,40.4,747
2016,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2322,46,748
2016,Cerebrovascular diseases (I60-I69),Stroke,Maine,663,34.4,749
2016,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2709,39.7,750
2016,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2468,27.9,751
2016,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4874,39,752
2016,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2197,32.5,753
2016,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1705,50.6,754
2016,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3069,40.4,755
2016,Cerebrovascular diseases (I60-I69),Stroke,Montana,440,32.5,756
2016,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,787,33.2,757
2016,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1096,35.9,758
2016,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,490,28,759
2016,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3401,30.4,760
2016,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,885,35.5,761
2016,Cerebrovascular diseases (I60-I69),Stroke,New York,6258,25.5,762
2016,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4940,43,763
2016,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,311,32.7,764
2016,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5987,40.6,765
2016,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1859,41.8,766
2016,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1943,37.8,767
2016,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6730,37,768
2016,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,399,26.8,769
2016,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2627,45.5,770
2016,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,420,35.8,771
2016,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3508,46,772
2016,Cerebrovascular diseases (I60-I69),Stroke,Texas,10673,42,773
2016,Cerebrovascular diseases (I60-I69),Stroke,United States,142142,37.3,774
2016,Cerebrovascular diseases (I60-I69),Stroke,Utah,932,38.8,775
2016,Cerebrovascular diseases (I60-I69),Stroke,Vermont,247,29.2,776
2016,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3502,38.2,777
2016,Cerebrovascular diseases (I60-I69),Stroke,Washington,2910,35.8,778
2016,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1039,41.7,779
2016,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2481,33.3,780
2016,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,208,31.7,781
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3326,56.2,782
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,238,41.5,783
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3800,43.5,784
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2169,59.1,785
2016,Chronic lower respiratory diseases (J40-J47),CLRD,California,13710,32.6,786
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2575,46.4,787
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1425,30.5,788
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,544,43.7,789
2016,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,152,24,790
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11970,38,791
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4805,47.3,792
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,342,17.7,793
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,865,45.7,794
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5632,38.1,795
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4214,54.6,796
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,2006,48.6,797
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1654,48.3,798
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3486,66.3,799
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2221,43,800
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,928,47.4,801
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2072,30.5,802
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2674,31.4,803
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5572,44.4,804
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2369,35.8,805
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2116,62,806
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3961,52.1,807
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,722,51.9,808
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1117,48.9,809
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1778,56.6,810
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,684,39.3,811
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3064,27.9,812
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1131,44.4,813
2016,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6860,28.4,814
2016,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5311,44.8,815
2016,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,314,34.7,816
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7015,47.5,817
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2794,61.4,818
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,2080,40.4,819
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6523,36.8,820
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,445,31.3,821
2016,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2870,47.5,822
2016,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,426,38.3,823
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4318,54.7,824
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,10107,39.5,825
2016,Chronic lower respiratory diseases (J40-J47),CLRD,United States,154596,40.6,826
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,875,35.8,827
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,355,41.3,828
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3233,34.6,829
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3036,37.3,830
2016,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1599,62.1,831
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2786,38.3,832
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,327,48.9,833
2016,Diabetes mellitus (E10-E14),Diabetes,Alabama,1183,20.1,834
2016,Diabetes mellitus (E10-E14),Diabetes,Alaska,124,19.3,835
2016,Diabetes mellitus (E10-E14),Diabetes,Arizona,2025,23.9,836
2016,Diabetes mellitus (E10-E14),Diabetes,Arkansas,920,25.4,837
2016,Diabetes mellitus (E10-E14),Diabetes,California,9124,21.4,838
2016,Diabetes mellitus (E10-E14),Diabetes,Colorado,938,16.2,839
2016,Diabetes mellitus (E10-E14),Diabetes,Connecticut,699,14.9,840
2016,Diabetes mellitus (E10-E14),Diabetes,Delaware,203,17,841
2016,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,127,19.8,842
2016,Diabetes mellitus (E10-E14),Diabetes,Florida,5782,19.5,843
2016,Diabetes mellitus (E10-E14),Diabetes,Georgia,2238,21.2,844
2016,Diabetes mellitus (E10-E14),Diabetes,Hawaii,285,15.1,845
2016,Diabetes mellitus (E10-E14),Diabetes,Idaho,375,19.8,846
2016,Diabetes mellitus (E10-E14),Diabetes,Illinois,2781,18.7,847
2016,Diabetes mellitus (E10-E14),Diabetes,Indiana,1992,26,848
2016,Diabetes mellitus (E10-E14),Diabetes,Iowa,847,20.9,849
2016,Diabetes mellitus (E10-E14),Diabetes,Kansas,727,21.2,850
2016,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1479,28.4,851
2016,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1324,25.5,852
2016,Diabetes mellitus (E10-E14),Diabetes,Maine,463,23.9,853
2016,Diabetes mellitus (E10-E14),Diabetes,Maryland,1358,19.6,854
2016,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1268,14.9,855
2016,Diabetes mellitus (E10-E14),Diabetes,Michigan,2672,21.5,856
2016,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1265,19.2,857
2016,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1084,31.9,858
2016,Diabetes mellitus (E10-E14),Diabetes,Missouri,1508,20.1,859
2016,Diabetes mellitus (E10-E14),Diabetes,Montana,311,23.6,860
2016,Diabetes mellitus (E10-E14),Diabetes,Nebraska,501,21.9,861
2016,Diabetes mellitus (E10-E14),Diabetes,Nevada,580,17.9,862
2016,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,316,17.9,863
2016,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1949,17.8,864
2016,Diabetes mellitus (E10-E14),Diabetes,New Mexico,678,27.2,865
2016,Diabetes mellitus (E10-E14),Diabetes,New York,4038,16.9,866
2016,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2811,23.5,867
2016,Diabetes mellitus (E10-E14),Diabetes,North Dakota,171,19.4,868
2016,Diabetes mellitus (E10-E14),Diabetes,Ohio,3568,24.6,869
2016,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1393,30.8,870
2016,Diabetes mellitus (E10-E14),Diabetes,Oregon,1240,24,871
2016,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3560,20.3,872
2016,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,239,16.9,873
2016,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1369,22.3,874
2016,Diabetes mellitus (E10-E14),Diabetes,South Dakota,253,23.7,875
2016,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1883,24,876
2016,Diabetes mellitus (E10-E14),Diabetes,Texas,5470,20.3,877
2016,Diabetes mellitus (E10-E14),Diabetes,United States,80058,21,878
2016,Diabetes mellitus (E10-E14),Diabetes,Utah,624,24.6,879
2016,Diabetes mellitus (E10-E14),Diabetes,Vermont,166,20.5,880
2016,Diabetes mellitus (E10-E14),Diabetes,Virginia,2062,21.7,881
2016,Diabetes mellitus (E10-E14),Diabetes,Washington,1673,20.3,882
2016,Diabetes mellitus (E10-E14),Diabetes,West Virginia,860,34.8,883
2016,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1440,19.9,884
2016,Diabetes mellitus (E10-E14),Diabetes,Wyoming,112,16.6,885
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12832,222.5,886
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,831,141,887
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,11957,138.9,888
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,8090,223.7,889
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,61573,143.1,890
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,7277,129.8,891
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7051,144.3,892
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1974,163.2,893
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1375,211.7,894
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,45659,146.2,895
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,18143,179,896
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2488,127,897
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2969,160,898
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25013,165.7,899
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13952,180.6,900
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6937,162.8,901
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5672,159.2,902
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10519,203,903
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10943,213.1,904
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2907,149.5,905
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11390,164.3,906
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,11921,134.8,907
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,25304,200.6,908
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7825,114.9,909
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7865,233.1,910
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14579,192.1,911
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2138,154.4,912
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3322,140.3,913
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,6457,205.9,914
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2631,151.1,915
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18597,164.7,916
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3800,150.6,917
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44076,177.8,918
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18266,155.8,919
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1338,140.9,920
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27410,185.1,921
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,10209,228.2,922
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6968,135,923
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,31990,176.2,924
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2256,152.4,925
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,10195,173.8,926
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1729,153.4,927
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15429,198.8,928
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,43772,167.7,929
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,635260,165.5,930
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3636,150,931
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1366,158.8,932
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,14124,150.7,933
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,11161,136.1,934
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4767,191,935
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11526,154.9,936
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1051,157.8,937
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,987,17.1,938
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,61,12.5,939
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,885,10.4,940
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,623,17.1,941
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5981,14,942
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,533,9.6,943
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,572,11.7,944
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,132,10.7,945
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,78,11.5,946
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2808,9.3,947
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1423,14.3,948
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,507,24.4,949
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,207,11.3,950
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2178,14.5,951
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,962,12.6,952
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,504,11.6,953
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,522,14.4,954
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,888,17.3,955
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,720,14.3,956
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,231,12,957
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1025,15.1,958
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1251,14.1,959
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1672,13.7,960
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,529,7.8,961
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,785,23.4,962
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1150,15.1,963
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,147,11.1,964
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,342,14.3,965
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,567,18.1,966
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,203,11.8,967
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1208,10.7,968
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,353,14.6,969
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4513,18.3,970
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1896,16.5,971
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,134,14.5,972
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2187,15,973
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,546,12.4,974
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,452,8.9,975
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2491,13.9,976
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,165,11,977
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,690,12,978
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,195,16.7,979
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1533,20.1,980
